Name,Address,City/Province,Postal Code,Country,Telephone,Email
Centre Communautaire Francophone Windsor-Essex-Kent,6200 Edgar Street,"Windsor, Ontario",N8S 2A6,Canada,Telephone: 519-948-5545, 
Centre Communautaire Francophone Windsor-Essex-Kent,633 Ouellette Avenue,"Windsor, Ontario",N9E 1A5,Canada,Telephone: 519-948-5545, 
Centre Communautaire Francophone Windsor-Essex-Kent,890 Walker Road,"Windsor, Ontario",N8Y 2N5,Canada,Telephone: 519-948-5545, 
Centre communautaire régional de London,"920, rue Huron","London, Ontario",N5Y4K4,Canada,Telephone: 519-673-1977, 
Centre communautaire Sainte-Anne (CCSA),715 Priestman Street,"Fredericton, New Brunswick",E3B 5W7,Canada,Telephone: 506-453-2731,info@ccsafredericton.ca
Centre d'Accueil pour Nouveaux Arrivants Francophones de Calgary - CANAF,"9909 102 Street, Suite 100","Grand Prairie, Alberta",T8V 2VA,Canada,Telephone: 780-760-5300 or 1-855-512-2623,info@canaf.ca
Centre d'Accueil pour Nouveaux Arrivants Francophones de Calgary - CANAF,,"Lethbridge, Alberta",Canada,Canada,Telephone: 403-532-6334 or 1-855-512-2623,info@canaf.ca
Centre d'Accueil pour Nouveaux Arrivants Francophones de Calgary - CANAF,,"Medicine Hat, Alberta",Canada,Canada,Telephone: 403-532-6334 or 1-855-512-2623,info@canaf.ca
Centre d'Accueil pour Nouveaux Arrivants Francophones de Calgary - CANAF,,"Brooks, Alberta",Canada,Canada,Telephone: 403-532-6334 or 1-855-512-2623,info@canaf.ca
Centre d'Accueil pour Nouveaux Arrivants Francophones de Calgary - CANAF,110-5017 49th Street ,"Red Deer, Alberta",T4N 1V4,Canada,Telephone: 403-532-6334 or 1-855-512-2623,info@canaf.ca
Centre de Santé Communautaire du Grand Sudbury,"19, Frood Road","Sudbury, Ontario",P3C 4Y0,Canada,Telephone: 705-670-2274, 
Centre de santé communautaire Hamilton/Niagara,1320 Barton Street East,"Hamilton, Ontario",L8H 2W1,Canada,Telephone: 905-528-0163, 
Centre de santé communautaire Hamilton/Niagara,810 Main Street East,"Welland, Ontario",L3B 3Y4,Canada,Telephone: 905-734-1141, 
Centre for Addiction and Mental Health,100 Stokes Street ,"Toronto, Ontario",M6J 1H4,Canada,Telephone: 416-535-8501,info@camh.ca
Centre For Addiction and Mental Health,100 Stokes Street 4th Floor,"Toronto, Ontario",M6J 1H4,Canada,Telephone: 416-535-8501, 
Centre for Canadian Language Benchmarks,294 Albert Street  Suite 400  ,"Ottawa, Ontario",K1P6E6,Canada,Telephone: 613-230-7729,cpepin@language.ca
Centre for Immigrant and Community Services,7220 Kennedy Road,"Markham, Ontario",L3R 7P2,Canada,Telephone: 416-292-7510,info@cicscanada.com
Centre for Immigrant and Community Services ,"1571 Sandhurst Circle, Unit 202","Toronto, Ontario",M1V 1V2,Canada,Telephone: 416-293-4565, 
Centre for Immigrant and Community Services ,1761 Sheppard Avenue East,"Toronto, Ontario",M2J 0A5,Canada,Telephone: 416-292-7510, 
Centre for Immigrant and Community Services ,2330 Midland Avenue,"Toronto, Ontario",M1S 5G5,Canada,Telephone: 416-292-7510, 
Centre for Immigrant and Community Services ,2900 Warden Avenue,"Toronto, Ontario",M1W 2S8,Canada,Telephone: 416-316-3803, 
Centre for Immigrant and Community Services ,"3850 Finch Avenue, Suite 403","Toronto, Ontario",M1T 3T6,Canada,Telephone: 416-293-4565, 
Centre for Immigrant and Community Services ,"4002 Sheppard Avenue East, Suite 501","Toronto, Ontario",M1S 4R5,Canada,Telephone: 416-299-8118, 
Centre for Immigrant and Community Services ,"5284 Highway 7 East, Unit 2","Markham, Ontario",L3P 1B9,Canada,Telephone: 905-294-8868, 
Centre for Immigrant and Community Services ,"7220 Kennedy Road, Unit 8","Markham, Ontario",L3R 7P2,Canada,Telephone: 905-479-7926, 
Centre for Immigrant and Community Services - Fairview Library,35 Fairview Mall Drive,"Toronto, Ontario",M2J 4S4,Canada,Telephone: 416-292-7510,info@cicscanada.com
Centre for Newcomers Society of Calgary,"1010-999, 36 Street NE","Calgary, Alberta",T2A 7X6,Canada,Telephone: 403-569-3325, 
Centre for Newcomers Society of Calgary (formerly Calgary Mennonite Centre for Newcomers),"1010-999, 36 Street NE","Calgary, Alberta",T2A 7X6,Canada,Telephone: 403-569-3325, 
Centre Francophone du Grand Toronto ,20 Lower Spadina,"Toronto, Ontario",M5V 2Z1,Canada,Telephone: 416-203-1220, 
Centre Francophone du Grand Toronto ,27 Tapscott Road,"Toronto, Ontario",M1B 4Y7,Canada,Telephone: 416-922-2672, 
Centre Francophone du Grand Toronto ,4040 Lawrence Avenue East,"Scarborough, Ontario",M1E 2R6,Canada,Telephone: 416-922-2672, 
Centre Francophone du Grand Toronto ,"555 Richmond Street West, Suite 303","Toronto, Ontario",M5V 3B1,Canada,Telephone: 416-922-2672, 
Centre Francophone du Grand Toronto ,6464 Yonge Street,"North York, Ontario",M2M 3X4,Canada,Telephone: 416-221-4442, 
Centre Francophone du Grand Toronto ,7585 Financial Drive,"Brampton, Ontario",L6Y 5P4,Canada,Telephone: 905-450-1106, 
Centre Francophone du Grand Toronto (Ecole secondaire College francais),100 Carlton Street,"Toronto, Ontario",M5B 1M3,Canada,Telephone: 416-922-2672, 
Centre Francophone du Grand Toronto (Ecole secondaire College francais),110 Drewry Avenue,"Toronto, Ontario",M2M 1C8,Canada,Telephone: 416-922-2672, 
Centre Francophone du Grand Toronto (Ecole secondaire College francais),300 Banbury Street,"Toronto, Ontario",M2L 2V3,Canada,Telephone: 416-922-2672, 
Centre Francophone du Grand Toronto (Ecole secondaire College francais),330 Lansdowne Avenue,"Toronto, Ontario",M6H 3Y1,Canada,Telephone: 416-922-2672, 
Centre Francophone du Grand Toronto (Mississauga),"3660 Hurontario Street, Suite 601","Mississauga, Ontario",L5B 3C4,Canada,Telephone: 437-317-5648, 
Cercle Canadiens Francais de PG,"1752 Fir Street, Prince George ","Prince George, British Columbia",V2L 1E7,Canada,Telephone: 250-561-2565,directionccfpg@gmail.com
Chilliwack Community Services,45938 Wellington Avenue,"Chilliwack, British Columbia",V2P 2C7,Canada,Telephone: 604-792-4267, 
Chimo Community Services,120-7000 Minoru Boulevard,"Richmond, British Columbia",V6Y3Z5,Canada,Telephone: 604-279-7077, 
Chinese Association of Mississauga,"1177 Central Parkway West, Unit 16","Mississauga, Ontario",L5C 4P3,Canada,Telephone: 905-275-8558, 
Church of the Epiphany,85 Larch Street,"Sudbury, Ontario",P3E 1B8,Canada,Telephone: 705-675-8405, 
Circle of Friends for Newcomers,155 Queen Street North,"Hamilton, Ontario",L8R 2V6,Canada,Telephone: 905-529-1840, 
Collège Boréal,"1 Yonge Street, Suite 300","Toronto, Ontario",M5E 1E5,Canada,Telephone: 416-289-5130 ext. 512, 
Collège Boréal,"120 King Street West, Plaza level","Hamilton, Ontario",L8P 4V2,Canada,Telephone: 905-544-9824, 
Collège Boréal,161 King Street West,"Chatham, Ontario",N7M 1E4,Canada,Telephone: 519-948-6019,info@collegeboreal.ca
Collège Boréal,"21, Lasalle Boulevard","Sudbury, Ontario",P3A 6B1,Canada,Telephone: 705-560-6673,info@collegeboreal.ca
Collège Boréal,41-660 Oakdale Avenue,"Sarnia, Ontario",N7V 2A9,Canada,Telephone: 519-383-7782,info@collegeboreal.ca
Collège Boréal,"633 Ouellette Avenue, Suite 300","Windsor, Ontario",N9A 4J4,Canada,Telephone: 519-253-1525,info@collegeboreal.ca
Collège Boréal,7515 Forest Glade Dr.,"Windsor, Ontario",N8T 3P5,Canada,Telephone: 519-948-6019,info@collegeboreal.ca
Collège Boréal,"Galleria Mall, Unit 279, 355 Wellington Road","London, Ontario",N6A 3N7,Canada,Telephone: 519-451-5194,info@collegeboreal.ca
Collège Boréal (PEEL),"50 Burnhamthorpe Road West, Office 300","Mississauga, Ontario",L5B 3C2,Canada,Telephone: 905-306-1562, 
Collège Boréal (Timmins),330 Second Ave -Suite 104,"Timmins, Ontario",P4N 8a4,Canada,Telephone: 705-268-3800, 
Collège Boréal (Timmins),395 Theriault Blvd,"Timmins, Ontario",P4N 5B6,Canada,Telephone: 705-267-5850, 
Collège communautaire du Nouveau-Brunswick - Campus de Bathurst (CCNB),725 College Road PO Box 266,"Bathurst, New Brunswick",E2A 3Z2,Canada,Telephone: 506-547-2145,bathurst@ccnb.ca
Collège Éducacentre College,301-7380 King George Blvd,"Surrey, British Columbia",V3W 5A5,Canada,Telephone: 778-565-6690, 
Collège Éducacentre College,842 Thurlow Street,"Vancouver, British Columbia",V6E 1W2,Canada,Telephone: 604-708-5100, 
Collège Mathieu ,201-308 4th Avenue North ,"Saskatoon, Saskatchewan",S7K 2L7,Canada,Telephone: 306-384-2722,education.saskatoon@collegemathieu.sk.ca
Collège Mathieu ,3304 Dewdney Avenue ,"Regina , Saskatchewan",S4T 7V1,Canada,Telephone: 306-565-3525,education.saskatoon@collegemathieu.sk.ca
College Nordique Francophone,"4921 49th Street, 2nd floor, P.O. Box 986","Yellowknife, Northwest Territories",X1A 2N7,Canada,Telephone: 867-920-7027,info@college-nordique.com
Colleges and Institutes Canada,701-1 Rideau St  ,"Ottawa, Ontario",K1N 8S7,Canada,Telephone: 613-746-2222,HSkelton@collegesinstitutes.ca
Colleges Ontario,130 Queens Quay East  ,"Toronto, Ontario",M5A 0P6,Canada,Telephone: 647-258-7693, 
Collingwood Neighbourhood House,5288 Joyce Street,"Vancouver, British Columbia",V1N 3K3,Canada,Telephone: 604-435-0323, 
Columbia Basin Alliance for Literacy,#203 421 9th Ave. N,"Golden, British Columbia",V0A 1H0,Canada,Telephone: 250-344-8392,info@cbal.org
Columbia Basin Alliance for Literacy,1160 Cedar Avenue,"Trail, British Columbia",V1R 4B7,Canada,Telephone: 250-368-6770,info@cbal.org
Columbia Basin Alliance for Literacy,19A 9th Avenue South,"Castlegar, British Columbia",V1C 2L8,Canada,Telephone: 250-581-2112,info@cbal.org
Columbia Basin Alliance for Literacy,370 B Wallinger Ave,"Kimberley, British Columbia",V1A 1S1,Canada,Telephone: 250-427-6027,info@cbal.org
Columbia Basin Alliance for Literacy,44 Mt. Washburn Street,"Fernie, British Columbia",V0B 1G0,Canada,Telephone: 250-946-6474,info@cbal.org
Columbia Basin Alliance for Literacy,486 72nd Avenue,"Grand Forks (Boundary region), British Columbia",V0H 1H5,Canada,Telephone: 250-442-2704 ext. 229,info@cbal.org
Columbia Basin Alliance for Literacy,521 4th Avenue,"Creston, British Columbia",V0B 1G0,Canada,Telephone: 250-946-6474,info@cbal.org
Columbia Basin Alliance for Literacy,5-223 16th Avenue North,"Cranbrook, British Columbia",V0B 1G5,Canada,Telephone: 250-402-9448,info@cbal.org
Columbia Basin Alliance for Literacy,608 Lake street,"Nelson, British Columbia",V1L 4C8,Canada,Telephone: 250-551-5498,info@cbal.org
Columbia Basin Alliance for Literacy,712B 10th Street,"Invermere, British Columbia",V0A 1K4,Canada,Telephone: 250-341-7188,info@cbal.org
Columbia Basin Alliance for Literacy,98 6th Avenue ,"Nakusp, British Columbia",V0G 1R0,Canada,Telephone: 250-265-3736, 
Columbia College,802 Manning Road North East,"Calgary, Alberta",T2E 7N8,Canada,Telephone: 403-235-9300,columbia@columbia.ab.ca
Communauté francophone accueillante de Clare - Municipalité de Clare,1185 Highway 1,"Little Brook, Nova Scotia",B0W 1M0,Canada,Telephone: 902-769-2031, 
Community Development Council Durham,458 Fairall Street,"Ajax, Ontario",L1S 1R6,Canada,Telephone: 905-686-2661,info@cdcd.org
Community Development Council Durham (Durham Catholic District School Board),650 Rossland Rd West ,"Oahawa, Ontario",L1J 7C4,Canada,Telephone: 905-686-2661,info@cdcd.org
Community Development Council Durham (Durham District School Board),400 Taunton Road E,"Whitby, Ontario",L1R 2K6,Canada,Telephone: 905-686-2661,info@cdcd.org
Community Development Council Durham (E A Lowell School),120 Centre Street South,"Oshawa, Ontario",L1H 4A3,Canada,Telephone: 905-440-4489,info@cdcd.org
Community Development Council Durham (Gifford Centre),1003 Gifford Street,"Whitby, Ontario",L1N 2S3,Canada,Telephone: 905-666-1255,info@cdcd.org
Community Development Council Durham (Welcome Centre Immigrant Services),1400 Bayly Avenue ,"Pickering, Ontario",L1W 3R2,Canada,Telephone: 905-686-2661,info@cdcd.org
Community Futures North Central Development,P.O. Box 1208   ,"Thompson, Manitoba",R8N 1P1,Canada,Telephone: 204-677-1490,tdj@northcentraldevelopment.ca
Compas - Fédération des francophones de Terre-Neuve et du Labrador (FFTNL),"95 avenue Bonaventure Avenue, suite 101","St. John's, Newfoundland and Labrador",A1B 4P5,Canada,Telephone: 709-800-6590,Compas@fftnl.ca
Conestoga College,"145 Lincoln Road, 2nd Floor","Waterloo, Ontario",N2L 4C7,Canada,Telephone: 519-886-6749, 
Conestoga College,"150 Main Street, 1st Floor","Cambridge, Ontario",N1R 6P9,Canada,Telephone: 519-740-8797, 
Conestoga College,299 Doon Valley Drive,"Kitchener, Ontario",N2G 4M4,Canada,Telephone: 519-748-5220, 
Conestoga College,"800 King Street West, 3rd Floor","Kitchener, Ontario",N2G 1E8,Canada,Telephone: 519-886-3300, 
Confederation Court Community House,2483-A Walkley Road,"Ottawa, Ontario",K1G 3H2,Canada,Telephone: 613-521-6807, 
Connecture Canada,"1030 KAMATO ROAD , SUITE 201  ","Mississauga, Ontario",L4W 4B6,Canada,Telephone: 905-366-1021, 
Conseil de dévelopment économique de l'Alberta,Unit 140 - 8627 91 Street,"Edmonton, Alberta",T6C 3N1,Canada,Telephone: 780-414-6125,Edmonton@lecdea.ca
Conseil de développement des municipalites bilingue de Manitoba,200 - 614 Des Meurons St,"Winnipeg , Manitoba",R2H 2P9,Canada,Telephone: 204-925-2320,cdem@cdem.com
Conseil de developpement economique des Territoires du Nord-Ouest,"5204, 50th Avenue, suite 102","Yellowknife, Northwest Territories",X1A 1E2,Canada,Telephone: 867-873-5962, 
Conseil des organismes francophones de la région de Durham,4101 Baldwin Street South,"Whitby, Ontario",L1R 2W6,Canada,Telephone: 905-434-7676,cbazinet@cofrd.org
Conseil des organismes francophones de la région de Durham,"57 Simcoe Street South, Suite 2D","Oshawa, Ontario",L1H 4G4,Canada,Telephone: 905-434-7676,cbazinet@cofrd.org
Conseil Économique du Nouveau-Brunswick Inc.,"236 St. George Street, Suite 314","Moncton, New Brunswick",E1C 1W1,Canada,Telephone: 506-857-3143,cenb@cenb.com
Conseil Économique et Coopératif de la Saskatchewan (CÉCS) formerly known as  Conseil de la Coopération de la Saskatchewan,#205 - 1440 9th Avenue N,"Regina, Saskatchewan",S4R 8B1,Canada,Telephone: 306-566-6001, 
Conseil Économique et Coopératif de la Saskatchewan (CÉCS) formerly known as  Conseil de la Coopération de la Saskatchewan,102-308 4th Ave North,"Saskatoon, Saskatchewan",S7K 2L7,Canada,Telephone: 306-244-4916, 
Conseil jeunesse provincial inc.,(234-236) 340 Provencher Boulevard,"Winnipeg, Manitoba",R2H 0G7,Canada,Telephone: 204-237-8947,direction@conseil-jeunesse.mb.ca
Conseil pour le développement de l'alphabétisme et des compétences des adultes du Nouveau-Brunswick (CODAC NB),"236 Saint-George Street, Suite 425","Moncton, New Brunswick",E1C 1W1,Canada,Telephone: 866-473-4404, 
Conseil scolaire catholique MonAvenir,110 Drewry Avenue,"Toronto, Ontario",M2M 1C8,Canada,Telephone: 416-397-6564, 
Conseil scolaire catholique MonAvenir,1780 Meadowvale Boulevard,"Mississauga, Ontario",L5N 7L4,Canada,Telephone: 905-820-7460,info@cdcd.org
"Conseil scolaire francophone de la Colombie-Britannique, École Anne-Hébert",7051 Killarney St,"Vancouver, British Columbia",V5S 2Y5,Canada,Telephone: 604-437-4849, 
"Conseil scolaire francophone de la Colombie-Britannique, École des Colibris",590 W 65th Avenue,"Vancouver, British Columbia",V6P 2P8,Canada,Telephone: 604-214-2710, 
"Conseil scolaire francophone de la Colombie-Britannique, École des Navigateurs",8580 Kilgour place,"Richmond, British Columbia",V7C 3R1,Canada,Telephone: 604-295-4056, 
"Conseil scolaire francophone de la Colombie-Britannique, École des Pionniers-de-Maillardville",1618 Patricia Avenue,"Port Coquitlam, British Columbia",V3B 4A8,Canada,Telephone: 604-552-7915, 
"Conseil scolaire francophone de la Colombie-Britannique, École Gabrielle-Roy",6887 132 street,"Surrey, British Columbia",V3W 4L9,Canada,Telephone: 604-599-6688, 
"Conseil scolaire francophone de la Colombie-Britannique, École Jules-Verne ",5445 Baillie street,"Vancouver, British Columbia",V5Z 3M6,Canada,Telephone: 604-731-8378,patricia_garvey@csf.bc.ca
"Conseil scolaire francophone de la Colombie-Britannique, École Rose-des-vents",380 West Kings Rd,"North Vancouver, British Columbia",V7N 2L9,Canada,Telephone: 604-980-6040,patricia_garvey@csf.bc.ca
Coopération Intégration Canada Inc,404 MacArthur Ave,"Ottawa, Ontario",K1K 1G8,Canada,Telephone: 613-805-3437,info@cican.ca
COSTI Immigrant Services,"10 Gillingham Drive, Suite 300","Brampton, Ontario",L6X 5A5,Canada,Telephone: 905-459-3584,info@costi.org
COSTI Immigrant Services,100 Lippincott Street,"Toronto, Ontario",M5S 2P1,Canada,Telephone: 647-827-1429,info@costi.org
COSTI Immigrant Services,"16655 Yonge Street, Unit 26","Newmarket, Ontario",L3X 1V6,Canada,Telephone: 1-877-761-1155,info@welcomecentre.ca
COSTI Immigrant Services,"1700 Wilson Avenue, Suite 206","Toronto, Ontario",M3L 1A3,Canada,Telephone: 647-827-1292,info@costi.org
COSTI Immigrant Services,1710 Dufferin Street,"Toronto, Ontario",M6E 3P2,Canada,Telephone: 416-658-1600,info@costi.org
COSTI Immigrant Services,"227 Vodden Street East, Unit 3","Brampton, Ontario",L6V 1N2,Canada,Telephone: 905-459-6700,info@costi.org
COSTI Immigrant Services,"6750 Winston Churchill Blvd, Unit A","Brampton, Ontario",L5N 4C4,Canada,Telephone: 905-567-0482,info@costi.org
COSTI Immigrant Services,7220 Kennedy Road,"Markham, Ontario",L3R 7P2,Canada,Telephone: 1-877-761-1155,info@welcomecentre.ca
COSTI Immigrant Services,760 College Street,"Toronto, Ontario",M6G 4A7,Canada,Telephone: 416-534-7400,info@costi.org
COSTI Immigrant Services,"9100 Jane Street, Building H","Vaughan, Ontario",L4K OA4,Canada,Telephone: 1-877-761-1155,info@welcomecentre.ca
COSTI Immigrant Services,9325 Yonge Street,"Richmond Hill, Ontario",L4C 0A8,Canada,Telephone: 1-877-761-1155,info@welcomecentre.ca
County of Wellington,321 St. Andrew Street West,"Fergus, Ontario",L8E 1G7,Canada,Telephone: 519-837-2670 ext. 4819, 
Cowichan Valley Intercultural and Immigrant Aid Society,205 - 394 Duncan Street,"Duncan, British Columbia",V9L 3W4,Canada,Telephone: 250-748-3112, 
Cultural Chats BC Association,"6670 Stanley Street, Burnaby, BC","Burnaby, British Columbia",V5E 1T8,Canada,Telephone: 604-600-9846,culturechats@gmail.com
CultureLink (Alexander Muir/Gladstone Junior and Senior Public School),108 Gladstone Ave.,"Toronto, Ontario",M6J 3L2,Canada,Telephone: 416-393-9140, 
Culturelink (Archbishop Romero Catholic Secondary School),99 Humber Blvd,"Toronto, Ontario",M6N 2H4,Canada,Telephone: 416-393-5555, 
Culturelink (Bishop Marrocco/Thomas Merton Catholic Secondary School),1515 Bloor Street West,"Toronto, Ontario",M6P 1A3,Canada,Telephone: 416-393-5545, 
Culturelink (Bloor Collegiate Institute),1141 Bloor Street West,"Toronto, Ontario",M6H 1M9,Canada,Telephone: 416-393-1420, 
CultureLink (Brock Junior Public School),388 Brock Ave.,"Toronto, Ontario",M6H3N3,Canada,Telephone: 416-393-9245, 
Culturelink (Central Technical School),725 Bathurst Street,"Toronto, Ontario",M5S 2R5,Canada,Telephone: 416-393-0060, 
Culturelink (Central Toronto Academy),570 Shaw Street,"Toronto, Ontario",M6G 3L6,Canada,Telephone: 416-393-0030, 
Culturelink (Charles G Fraser Junior Public School),79 Manning Avenue,"Toronto, Ontario",M6J 2K6,Canada,Telephone: 416-393-1830, 
Culturelink (Church Street Junior Public School),83 Alexander Street,"Toronto, Ontario",M4Y 1B7,Canada,Telephone: 416-393-1250, 
Culturelink (City Hall),100 Queen St W,"Toronto, Ontario",M5H 2N2,Canada,Telephone: 416-392-2489, 
CultureLink (COSTI/ Ralph Chiodo Family Immigrant Reception Centre),100 Lippincott St. ,"Toronto, Ontario",M5S 2P1,Canada,Telephone: 416-922-6688, 
CultureLink (Culturelink),2340 Dundas Street West ,"Toronto, Ontario",M6P 4A9,Canada,Telephone: 416-588-6288, 
CultureLink (David Hornell Junior School),32 Victoria St.,"Toronto, Ontario",M8V 1M6,Canada,Telephone: 416-394-7690, 
CultureLink (Dundas Junior Public School),935 Dundas St. E,"Toronto, Ontario",M4M 1R4,Canada,Telephone: 416-393-9565, 
Culturelink (Eatonville Library),430 Burnhamthorpe Road,"Toronto, Ontario",M9B 2B1,Canada,Telephone: 416-394-5270, 
CultureLink (Etienne Brule Junior School),50 Cloverhill Rd.,"Toronto, Ontario",M8Y 1T3,Canada,Telephone: 416-394-7850, 
Culturelink (Harbord Collegiate Institute,286 Harbord  Street,"Toronto, Ontario",M6G 1G5,Canada,Telephone: 416-393-1650, 
CultureLink (Holy Family/St.Josaphat),141 Close Ave. ,"Toronto, Ontario",M6K 2V6,Canada,Telephone: 416-393-5212, 
Culturelink (Housing Connections),176 Elm Street,"Toronto, Ontario",M5T 3M4,Canada,Telephone: 416-397-7400, 
CultureLink (Huron St Public School),541 Huron St. ,"Toronto, Ontario",M5R2R6,Canada,Telephone: 416-393-1570, 
CultureLink (Islington Junior Middle School),44 Cordova Ave,"Toronto, Ontario",M9A 2H5,Canada,Telephone: 416-394-7870, 
Culturelink (Jarvis Collegiate Institute),495 Jarvis Street,"Toronto, Ontario",M4Y 2G8,Canada,Telephone: 416-393-0140, 
CultureLink (Jesse Ketchum Junior and Senior Public School),61 Davenport Road,"Toronto, Ontario",M5R 1H4,Canada,Telephone: 416-393-1530, 
CultureLink (John English JM),95 Mimico Ave,"Toronto, Ontario",M8V 1R4,Canada,Telephone: 416-394-7660, 
Culturelink (Keele Street Junior Public School),99 Mountview Avenue,"Toronto, Ontario",M6P 2L5,Canada,Telephone: 416-393-9035, 
Culturelink (Lakeshore Collegiate Institute),350 Kippling Avenue,"Toronto, Ontario",MSV 3L1,Canada,Telephone: 416-394-7650, 
Culturelink (Lillian H Smith Library),239 College Street,"Toronto, Ontario",M5T 1R5,Canada,Telephone: 416-393-7746, 
Culturelink (Lord Dufferin Junior and Senior Public School),350 Parliament Street,"Toronto, Ontario",M5A 2Z7,Canada,Telephone: 416-393-1760, 
CultureLink (Market Lane Junior and Senior Public School),246 The Esplanade,"Toronto, Ontario",M5A 4J6,Canada,Telephone: 416-393-1300, 
CultureLink (Michael Power/St. Joseph High School),105 Eringate Drive,"Toronto, Ontario",M9C 3Z7,Canada,Telephone: 416-393-5529, 
Culturelink (Mimico Library),47 Station Road,"Toronto, Ontario",M8V 2R1,Canada,Telephone: 416-394-5330, 
Culturelink (Monsignor Fraser Orientation Centre),700 Markham Street,"Toronto, Ontario",M6G 2M3,Canada,Telephone: 416-393-5500, 
Culturelink (Monsignor Fraser-Isabella Campus),146 Isabella Street ,"Toronto, Ontario",M4Y 1P6,Canada,Telephone: 416-393-5533, 
Culturelink (Nelson Mendela Park Public School),440 Shuter Street,"Toronto, Ontario",M5A 1X6,Canada,Telephone: 416-393-1620, 
CultureLink (Ogden Public School),33 Phoebe St. ,"Toronto, Ontario",M5T 1A8,Canada,Telephone: 416-393-9110, 
Culturelink (Orde Street Junior Public School),18 Orde Street,"Toronto, Ontario",M5T 1N7,Canada,Telephone: 416-393-1900, 
Culturelink (Our Lady of Lourdes Catholic School),444 Sherboune Street,"Toronto, Ontario",M4T 1K2,Canada,Telephone: 416-393-5221, 
Culturelink (Our Lady of Victory Separate School),70 Guestville ,"Toronto, Ontario",M6N 4N3,Canada,Telephone: 416-393-5247, 
Culturelink (Parkdale Collegiate Institute),209 Jameson Avenue,"Toronto, Ontario",M6K 2T3,Canada,Telephone: 416-393-9000, 
Culturelink (Parkdale Junior and Senior Public School ),78 Seaforth Avenue,"Toronto, Ontario",M6K 3L2,Canada,Telephone: 416-393-1280, 
Culturelink (Parklawn Junior Middle Public School),71 Ballacaine Drive,"Toronto, Ontario",M8Y 4B6,Canada,Telephone: 416-394-7120, 
CultureLink (Perth Avenue Public School),14 Ruskin Ave. ,"Toronto, Ontario",M6P 3P8,Canada,Telephone: 416-393-1410, 
Culturelink (Queen Victoria Public School),100 Close Avenue,"Toronto, Ontario",M6K 2V3,Canada,Telephone: 416-393-9200, 
CultureLink (Rose Avenue Junior Public School),675 Ontario St. ,"Toronto, Ontario",M4X 1N4,Canada,Telephone: 416-393-1260, 
Culturelink (Rose Avenue Junior Public School),675 Ontario Street,"Toronto, Ontario",M4X 1N4,Canada,Telephone: 416-393-1260, 
Culturelink (Ryerson Community School ),96 Denison Avenue,"Toronto, Ontario",M5T 1E4,Canada,Telephone: 416-393-1340, 
Culturelink (Sprucecourt Junior Public School),70 Spruce Street,"Toronto, Ontario",M5A 2J1,Canada,Telephone: 416-393-1522, 
Culturelink (St Joseph's College School),74 Wellesley Street,"Toronto, Ontario",M5S 1C4,Canada,Telephone: 416-393-5514, 
Culturelink (St Mary's Catholic Secondary School),66 Dufferin Park Avenue,"Toronto, Ontario",M6H 1J6,Canada,Telephone: 416-393-5528, 
CultureLink (St. Helen's Catholic School),1196 College St. ,"Toronto, Ontario",M6H 1B8,Canada,Telephone: 416-393-5208, 
CultureLink (St. Marcellus),15 Denfield St,"Toronto, Ontario",M9R 3H2,Canada,Telephone: 416-393-5311, 
CultureLink (St. Mary of the Angels,1477 Dufferin Street,"Toronto, Ontario",M6H 4C7,Canada,Telephone: 416-393-5228, 
CultureLink (St. Mathew Catholic School),18 Lavendar Rd.,"Toronto, Ontario",M6N 2B5,Canada,Telephone: 416-393-5240, 
CultureLink (St. Michael Catholic School),"50 George St., South","Toronto, Ontario",M5A 4B2,Canada,Telephone: 416-393-5387, 
Culturelink (Wellesley Community Centre),495 Sherbourne Street,"Toronto, Ontario",M4X 1K7,Canada,Telephone: 416-392-0227, 
CultureLink (Wellesley Place Employment and Social Services),111 Wellesley St E,"Toronto, Ontario",M4Y 3A7,Canada,Telephone: 416-699-7215, 
Culturelink (West End Reception Centre),777 Bloor Street West,"Toronto, Ontario",M6G 1L6,Canada,Telephone: 416-393-0542, 
Culturelink (Western Technical & Commercial School),125 Evelyn Crescent,"Toronto, Ontario",M6P 3E3,Canada,Telephone: 416-393-0500, 
CultureLink Children and Youth Centre,3535 Dundas St. W. ,"Toronto, Ontario",M6S 2S7,Canada,Telephone: 416-766-6288,ngouda@culturelink.ca
Cumberland College,"503 - 2nd Street East, PO Box 2225","Nipawin, Saskatchewan",S0E 1E0,Canada,Telephone: 306-873-3844,clamma@cumberlandcollege.sk.ca
CutlureLink (St. Joseaphat),110 Tenth St. ,"Toronto, Ontario",M8W 3P1,Canada,Telephone: 416-393-5291, 
Dawson Creek Literacy Society ,929 – 102 Avenue,"Dawson Creek, British Columbia",V1G 2B5,Canada,Telephone: 250-782-4211, 
Decoda Literacy Solutions Society,1329 Duchess Avenue,"West Vancouver, British Columbia",V7T 1H5,Canada,, 
Decoda Literacy Solutions Society,13359 81 Ave,"Surrey, British Columbia",V3W 3C5,Canada,, 
Decoda Literacy Solutions Society,1750 E. 22nd Avenue,"Vancouver, British Columbia",V5N 2P7,Canada,, 
Decoda Literacy Solutions Society,307-2632 Library Lane,"North Vancouver, British Columbia",V7J 0B8,Canada,, 
Decoda Literacy Solutions Society,31321 Blueridge Dr,"Abbotsford, British Columbia",V2T 6W2,Canada,Telephone: 604-852-9665, 
